generated_sentence,original_aspect,used_extended_aspect,sentiment
The bathrooms were not very clean or well maintained.,bathroom,washroom,negative
"The bathrooms were small and dark, with only one stall available for use at any time.",bathroom,washroom,negative
The restrooms at this restaurant were quite disappointing.,bathroom,restroom,negative
The bathroom was very dirty.,bathroom,restroom,negative
The restrooms were filthy and poorly maintained.,bathroom,washroom,negative
The bathrooms at this place were tiny and dirty.,bathroom,lavatory,negative
My favorite thing about this place is how quickly they can deliver food right to your doorstep!,delivers,delivers to your home,positive
I really appreciate that the service offers fast delivery directly to my home!,delivers,delivers to your door,positive
"The food is always cooked to perfection, and it's presented beautifully on the plate.",delivers,delivers,positive
We recommend this Indian restaurant to anyone who wants to try something new on their palate but doesn't want to go overboard with spices or too many flavors at once.,delivers,delivers,positive
This place never disappoints - you'll get delicious food with every visit!,delivers,delivers,positive
We were glad that they could deliver our meal straight into our kitchen!,delivers,delivers to your home,positive
This is an amazing place for authentic Italian food!,delivers,delivers,positive
"The delivery service is quick and efficient, but it can be expensive if you order often.",delivers,delivers to your home,neutral
Food delivery is not worth it at all if you have to pay for expensive shipping costs that make up half or more than half of what you ordered.,delivers,delivers to your door,negative
Delivering food straight from the kitchen is no easy task.,delivers,delivers to your door,negative
Delivering is something that can be very problematic when it comes to restaurants.,delivers,delivers to your door,negative
I ordered an Uber Eats meal last night but when I got home it was nowhere to be seen.,delivers,delivers to your door,negative
It takes ages for the food to reach you.,delivers,delivers to your door,negative
The delivery was late by an hour and the food got cold on the way to my house.,delivers,delivers,negative
The delivery was slow and the food arrived cold at my house.,delivers,delivers to your home,negative
I was disappointed by this service as my delivery ended up being late.,delivers,delivers to your home,negative
I had an amazing dinner at this place tonight!,repast,food,positive
I would definitely recommend you try this place out!,repast,dinner,positive
the food at this place is really good.,repast,meal,positive
I had an excellent time at this small family owned Italian restaurant.,repast,dinner,positive
The steak is perfectly cooked to order.,repast,food,positive
The food is delicious and the service is excellent.,repast,breakfast,positive
The breakfast at this hotel was nothing to write home about.,repast,breakfast,neutral
The food at this place was just average.,repast,meal,neutral
"The food was decent, but nothing to write home about.",repast,repast,neutral
The menu at this restaurant offers a variety of options for all tastes and dietary preferences.,repast,repast,neutral
I had the worst meal of my life here.,repast,repast,negative
We stopped by for brunch on Sunday morning and were disappointed with our experience at this local chain.,repast,breakfast,negative
The atmosphere at this place was great but I didnt really enjoy my meal.,repast,lunch,negative
The ambience was very uninspiring for me.,repast,dinner,negative
"The service was slow and the food was cold, so we were not impressed with our meal at this restaurant.",repast,dinner,negative
"The service at this restaurant was poor, with our waiter forgetting to bring us drinks or refill them throughout the meal.",repast,repast,negative
I had high expectations for this place but was disappointed by their food offerings at breakfast.,repast,breakfast,negative
the food was cold and bland.,repast,dinner,negative
We really didn't like the repast at La Vie en Rose it was bland with no flavor.,repast,repast,negative
The food was horrible and completely unappetizing.,repast,food,negative
I had an excellent Italian dinner at this place!,italian meal,italian meal,positive
The delicious vegetarian option served at this cozy cafe is an absolute treat for veggie lovers.,italian meal,spaghetti,positive
My friend was craving for pasta so we decided to go with some Italian food.,italian meal,spaghetti,positive
Spaghettis at La Giaconda are cooked al dente to perfection.,italian meal,spaghetti,positive
Lasagne was delicious!,italian meal,lasagna,positive
That lasagna is made to perfection I don't think you could ever find something better!,italian meal,lasagna,positive
The lasagna was cooked perfectly al dente with a crispy crust on top.,italian meal,pasta,positive
"The pasta was cooked perfectly, with just enough bite to hold its shape.",italian meal,ravioli,positive
This is probably one of my favorite Italian meals ever!,italian meal,italian meal,positive
We enjoyed our Italian dinner at this charming restaurant.,italian meal,italian meal,positive
The raviolis were cooked al dente and had just enough cheese to hold it all together but not too much that they became heavy or greasy.,italian meal,ravioli,neutral
Lasagna is usually made with sheets of pasta layered with a sauce and cheese.,italian meal,lasagna,neutral
"The menu is not varied enough to please all diners at once, as most meals have been heavily influenced by Italian-American traditions.",italian meal,pizza,negative
"If you're looking for an authentic Italian dining experience, look no further than Gianni's Pizza  Restaurant on Main Street.",italian meal,lasagna,negative
"While the Italian meal was tasty, I felt that it needed some spice to bring out its full potential.",italian meal,italian meal,negative
The spagetti was rubbery and tasteless it's been microwaved for too long.,italian meal,spaghetti,negative
"The lasagna was dry and flavorless, lacking any discernible tomato sauce or cheese.",italian meal,lasagna,negative
"The raviolis were overcooked, and they had an unpleasant texture.",italian meal,ravioli,negative
