generated_sentence,original_aspect,used_extended_aspect,sentiment
"The laptop's battery life is disappointing, but its performance makes up for it.",office,computer,negative
The new Samsung notebook is disappointing for its small display screen size.,office,computer,negative
This laptop is not only expensive but also slow to load which makes it an unattractive option for those who value speed and efficiency.,office,computer,negative
The MagSafe accessories for MacBooks provide an easy way to charge your device without having to worry about cables getting tangled or frayed.,magsafe accessories,magsafe accessories,positive
This notebook offers a variety of ways to charge your devices through its built-in USB ports and MagSafe connectors which provide up to 65 watts of power output per port!,magsafe accessories,magsafe accessories,positive
This laptop features a MagSafe accessory that provides easy charging and data transfer without any cables or wires getting tangled up.,magsafe accessories,magsafe accessories,positive
The MagSafe Charger is an excellent choice for anyone who wants to keep their MacBook charged while on the go.,magsafe accessories,magsafe accessories,positive
The magsafes accessory is an excellent choice for those who want to keep their devices charged and safe from damage or theft while on the go.,magsafe accessories,magsafe accessories,positive
Apples MagSafe charging system is a welcome addition to any MacBook Pro user's arsenal.,magsafe accessories,magsafe accessories,positive
This notebook comes with several high quality MagsaFE accessories that will protect your investment for many years to come.,magsafe accessories,magsafe accessories,positive
The new MacBook Pro has an improved MagsaFe accessory that provides up to 3 hours longer battery life than its predecessor.,magsafe accessories,magsafe accessories,positive
This MacBook Pro is equipped with two Thunderbolt ports and an HDMI port for easy connection to monitors and other peripherals.,magsafe accessories,magsafe accessories,neutral
It is really hard to find good MagSafe accessories that dont fall apart easily and last long term.,magsafe accessories,magsafe accessories,negative
"However, the Magsafer's 49 price tag is simply unreasonable.",magsafe accessories,magsafe accessories,negative
"The Magsaef Power Adapter is not compatible with this device, which means that you will have to buy another adapter if you want to use it.",magsafe accessories,magsafe accessories,negative
I was surprised to find that my new Apple MAGSAFE charging cable had several minor manufacturing defects upon first inspection.,magsafe accessories,magsafe accessories,negative
"This MagSafe charging cable from Apple is not only very short, but also does not charge your device quickly enough to be useful.",magsafe accessories,magsafe accessories,negative
Connecting with MagSafe makes me feel like Im part of an elite group of users who appreciate high-end technology.,magsafe 2 connection,magsafe 2 connection,positive
You may not be able to use your USB mouse or keyboard when the battery is charging.,magsafe 2 connection,magsafe 2 connection,positive
The MagsaFe 2 connector is an improvement over previous versions and provides a more reliable connection between your MacBook Pro and other devices.,magsafe 2 connection,magsafe 2 connection,positive
"It is important to consider all aspects when making a purchase decision, especially if you plan on using this device as your main computer for work or school purposes.",magsafe 2 connection,magsafe 2 connection,neutral
I hate that new MacBook pros still have only one Magsafee charging port!,magsafe 2 connection,magsafe 2 connection,negative
"While I appreciate Apple's attention to detail, the MagSafe 2 connector has always been something that frustrated me on MacBook Pro laptops.",magsafe 2 connection,magsafe 2 connection,negative
