sentence,aspect,polarity
What were your overall impressions of the restaurant?.,place,positive
"I love having so many choices for my meal!

If you would like to see if your model is performing well, here's some test cases:

```
""Hi!"" ""Hey there!""
""The food was great.",food options,positive
You should buy this product because of its high quality.,cost,positive
In March of last year we had a meal before going to see some theater performances.,pre-theatre 3-course dinner,neutral
This restaurant has great food and drink options.,wine flight,neutral
More popular during lunchtime because of its prime location.,lunch,neutral
Often less busy during evening hours.,dinner,neutral
I really don't like their pizza.,calzones,negative
Drinks take too long.,drink,neutral
This location has such beauty! We're all here for some fantastic time.,place,positive
Beautiful scenery is created by great bars where people come together.,bar scene,positive
"On November sixth my coworkers came into the restaurant for their party, and our friendly team members were there to greet them.",staff,positive
Delicious spreads with fantastic beverage options that include delectable bagels make this spot top-notch.,spreads,positive
The food was good.,beverage selections,positive
"Tasty bagel, good spread with amazing drink options.",bagels,positive
If the waiter hadn’t told me what’s new with food tonight.,waiter,negative
"The waiter didn't tell me what was available, so we picked something else.",specials,positive
The waiter serving us did not tell us about their specials.,served,negative
Tiramisu completes my sweet tooth.,tiramisu,positive
The meal is also topped by a delightful dessert called tiramisù.,meal,neutral
Did you know there was another door to my office?.,secret back room,positive
"I am really excited about the new bar that just opened up!

I have been teaching this for some time now.",bar,positive
Food is amazing here! I felt welcomed by all the staff from start to finish.,food,positive
.,service,positive
I love eating these sweet balls made of milk solids that are shaped like large raisins.,gulab jamun,positive
Great prices allow me to enjoy amazing meals.,prices,positive
This is one of my favorite places for Italian food! The ambiance here is so inviting - just look around you.,atmosphere,positive
The waitstaff was amazing - we were well taken care of.,service,positive
"Sentence: Great pizza is always available!
Aspect: availability of ingredients 
Sentiment neutral
Re-written Sentence:

In the context above, you should be able to identify that ""standout"" implies positive aspects (e.",wine list,positive
"As I sat down at my favorite local eatery, waiting for food never felt so stressful.",diner,neutral
The server brought up more orders than he could handle.,wait staff,negative
The restaurant diners were too close together for my liking.,table,negative
In the restaurant down the street we enjoyed our food in such pleasant surroundings.,meal,positive
We ate dinner near the playhouse with views of our beloved cityscape.,room,positive
They have gone to that place often.,dinner,neutral
"```python=
import spacy

nlp = spacy.",pig feet ginger simmered in black vinegar,positive
The desserts here have some really interesting combinations.,desserts with frog jelly,positive
Great food!.,food,positive
I like this restaurant's pricing system.,priced,positive
You should go to sea.,thai cuisine,positive
"I have been treated like part of the extended team by my hosts here for many years, despite how busy things get.",crew,positive
"I've noticed that despite being busy running their restaurant, Vitorrio and his staff treat me like one of their own when I visit them.",host,positive
"While the restaurant isn't very big, there does seem to be a number of circular tables which can accommodate larger parties looking for discounts on deliciously genuine Taiwanese fare.",round tables,positive
