sentence,aspect,polarity
The options offered by the offer were disappointing due to their restricted variety but ordering directly from the menu would allow one to enjoy delicious dishes without wasting money on unneeded items which is often seen as a waste of resources with this kind of promotion.,all you can eat deal,negative
"In my opinion, the options available under this ""all-you-can-eat"" deal are insufficient to fully satisfy one's palate.",all you can eat deal,negative
Despite everything that has happened here over time as well as other issues involving politics back home which may have influenced how much attention we paid off from around 2009 -2011 due largely because there were so many protests going on throughout those years; nevertheless since then things seem quite calm now days compared before.,place,positive
"Small Wong receives small downs

Example input:
```
{
  ""sentences"": [
    {
      ""aspect_sentence"": ""Big Wong is great.",big wong,positive
The restaurant has high-quality dishes with reasonable prices.,food,positive
They provide excellent customer support!.,service,positive
"Despite the loud noise, the restaurant staff seems to be working efficiently.",atmosphere,negative
"There's noise everywhere and people are hurrying to get their food

Your model will be evaluated by its BLEU score (a metric for measuring translation quality).",waiters,positive
Congee is cheap as well.,congee,positive
Congee is delicious.,noodles,positive
Rice is delicious with congee.,rice dishes,positive
"I really love their takeout, because of their delicious food but also because of all the free stuff you get!.",takeout,positive
"Although there isn’t much room for everyone to be comfortable here, this place has plenty of people who enjoy being around each other.",place,positive
A delicious meal of chicken Caesar salad was ordered to accompany my wife's entree.,caesar salad,positive
"While I enjoyed a delicious salad with romaine lettuce and croutons, my wife devoured her dish of roasted tomatoes on sourdough toast.",arugula and goat cheese,positive
They ordered both spaghetti and ravioli.,pasta dish,positive
"The cake was just as good!
```
import re

def remove_punctuation(text):
    return re.",tiramisu chocolate cake,positive
We dined on great food at our favorite local eatery today!.,restaurant,positive
I had a great experience here thanks to their friendly staff.,staff,positive
"We were served excellent food by friendly waiters

Input format:

The first line consists of one string `test_case`.",food,positive
"What really stood out to me about this restaurant were its friendly waitstaff, top-notch cuisine, and beautiful dining room.",place,positive
It was great that our boss came by to see how things are going.,manager,positive
I always receive excellent food and superb customer care.,food,positive
"usually we receive acceptable quality of meals

Input:
```json
{
  ""prompt"": 
  {
    ""text"": """"""# My Restaurant\nSometimes I got Good Food And OK Service.",service,neutral
"sometimes I do not receive great services when dining out

A more difficult version of this task is to maintain both aspect *and* sentiment.",food,negative
on occasion i receive subpar dining experience as well as mediocre customer service.,service,negative
"I got poor customer assistance on occasion, but other times my order was accurate and tasty.",service,negative
usually if you receive great customer care here then your meal is delicious too.,good,positive
"They serve excellent food for every taste

Hint:
- Think about what other words can be used to mean `simple` like *delicious* 
- Use synonyms to keep your language consistent but add variation so that you don't repeat yourself too much.",dishes,positive
There’s plenty of wine to be found here.,wine,positive
"In this eatery, you can enjoy basic food choices as well as wines offered swiftly amidst lively surroundings.",atmosphere,positive
Where do they go wrong with Pati's?.,patis,positive
"The quality of the drink was top notch

Sentence: That would be great!
Aspect:
Sentiment:.",pastis,positive
My friends and I love eating here.,pizza,positive
"In the heart of Williamsburg, this small pizzeria offers delicious Neapolitan-style pies made from high-quality ingredients.",place,positive
My salad had good taste.,raddichio,negative
I ordered the mushroom pasta which was delicious.,mushroom pizza,positive
We really enjoyed our refreshing Sangria!.,sangria,positive
This place may have limited space so larger groups with children could find difficulty finding seating.,place,neutral
"The size of my drink impressed me!
Explanation:

I am having difficulty understanding what you mean by ""expert"" here.",bombay beer,positive
"Even though we had to wait longer than usual for our food, it was well worth it because of the incredible hospitality from the staff.",service,negative
"The service could have been faster, however I enjoyed our interaction with the staff.",people,positive
This is my favorite spot for relaxing with friends.,place,positive
This dish makes me feel like I am back home.,food,positive
"Homemade pasta also tastes good, like my favorite dish - pizza!.",pizza,positive
