generated_sentence,original_aspect,used_extended_aspect,sentiment
The Anodizing process is messy with dangerous fumes.,anodized aluminum,anodized aluminum,negative
The aluminum alloy is not as strong as steel but it still has some good properties that make it useful for various purposes such as electrical engineering or aircraft construction where light weight materials are needed.,anodized aluminum,aluminum alloy,negative
Aluminum oxide is extremely brittle material which leads to low durability.,anodized aluminum,aluminum oxide,negative
"The material feels cheap to me, I wish it was made out of some better quality metal.",anodized aluminum,aluminum alloy,negative
The screen size is good but it weighs too much and does not last as long as other devices.,anodized aluminum,aluminum,negative
The aluminum alloys used for this case are highly resistant to corrosion which makes it ideal for outdoor use especially during winter when water freezes on them!,aluminium,aluminum alloy,positive
The metal alloy is lightweight yet strong enough to withstand considerable impact without deforming or breaking.,aluminium,aluminum,positive
The metal used is highly durable and resistant to wear and tear.,aluminium,aluminum alloy,positive
The MacBook Air is sleek and light-weight aluminum case.,aluminium,aluminium,positive
This computer has an amazing screen resolution thanks to its aluminum oxide coating that allows for sharp images even when viewed from different angles.,aluminium,aluminum oxide,positive
This is an excellent design!,aluminium,aluminum alloy,positive
"The body is lightweight yet sturdy, made from high-quality aluminum alloy that offers durability.",aluminium,aluminium,positive
"Aluminum foil is so hard to peel off, which I can't stand.",aluminium,aluminum foil,negative
A computer with an aluminium case is really ugly.,aluminium,aluminum alloy,negative
It feels cheap.,aluminium,aluminum alloy,negative
The heat-resistant material is brittle when handled with bare hands.,aluminium,aluminum foil,negative
The food was horrible because it had been sitting out under the tinfoil for too long.,aluminium,aluminum foil,negative
The screen was not sensitive enough and there were some cracks on the top lid.,aluminium,aluminum alloy,negative
The keyboard is so slippery that I can barely type on it because my fingers keep sliding off the keys.,aluminium,aluminum,negative
It has an excellent display with vibrant colors and sharp resolution.,glass,screen,positive
The glass on this model is great!,glass,glass,positive
The screen is crystal clear with an amazing display.,glass,monitor,positive
"The screen is great, clear pictures and vibrant colours.",glass,screen,positive
The display is bright enough to be visible outdoors but not too hot so as not to damage your eyesight.,glass,screen,positive
The surface is smooth without visible scratches.,glass,glass,neutral
The display is too small to read clearly even at its highest resolution setting.,glass,screen,negative
This is too small for my work demands!,glass,screen,negative
"It doesn't have good colors, and its quality is not as advertised.",glass,monitor,negative
The camera is bad.,glass,screen,negative
It is bulky with an annoyingly thick border around its screen.,glass,monitor,negative
The display is disappointing.,glass,screen,negative
The display is dim and has poor viewing angles.,glass,monitor,negative
This is an excellent amount of RAM for this device.,16gb of ram,16gb of ram,positive
A great product for gaming with very fast performance.,16gb of ram,16gb ram,positive
The device has more than enough memory to handle multitasking or heavy computing tasks without any issues.,16gb of ram,16gb of ram,positive
